clave_municipio,entidad,mpio,gdp_tourism,gdp_toursim_ss,numero_hospitales,poblacion_2022,popnoafmed2015,gini2015,popden2020,crimen_2018,crimen_2019,inclusion_fin_2019,porcentaje_pob_pobreza,porcentaje_pob_servicios_salud,pob_6-14_no_edu,rezago_social,grado_rs
20321,Oaxaca,San Pedro Nopala,,,4,750,11.389,0.356,36.796,0,0,0,95.79,25.44,6.47,0.46,Medio
20322,Oaxaca,San Pedro Ocopetatillo,,,1,847,8.354,0.38,68.467,0,0,0,95.87,9.29,7.97,2.15,Muy alto
20323,Oaxaca,San Pedro Ocotepec,,,1,2203,8.866,0.382,17.61,46.15,0,0,92.78,1.05,4.76,1.14,Alto
20324,Oaxaca,San Pedro Pochutla,,,71,49364,15.239,0.433,114.493,51.5,42.95,1.74,46.77,49.33,6.01,0.28,Medio
20325,Oaxaca,San Pedro Quiatoni,,,6,11353,8.668,0.379,22.211,0,0,0,96.13,21.35,8.79,1.44,Alto
20326,Oaxaca,San Pedro Sochiapam,,,3,5245,15.329,0.399,26.051,19.42,19.32,0,93.97,24.67,5.67,1.46,Alto
20327,Oaxaca,San Pedro Tapanatepec,,,15,15367,11.715,0.399,28.413,6.96,41.64,1.89,53.8,45.71,8.93,0.08,Bajo
20328,Oaxaca,San Pedro Taviche,,,1,1251,5.464,0.343,19.144,0,0,0,94.96,22.23,7.81,1.35,Alto
20329,Oaxaca,San Pedro Teozacoalco,,,2,1279,15.755,0.366,10.632,0,0,0,91.59,32.18,4.17,1.05,Alto
20330,Oaxaca,San Pedro Teutila,,,3,4422,8.365,0.357,99.032,0,22.59,0,93.04,12.58,5.88,0.99,Alto
20331,Oaxaca,San Pedro Tidaa,,,3,928,9.049,0.394,64.141,0,0,0,87.23,13.73,1.67,1.04,Alto
20332,Oaxaca,San Pedro Topiltepec,,,1,375,9.329,0.365,8.121,0,0,0,80.32,14.17,2.56,0.01,Bajo
20333,Oaxaca,San Pedro Totolapam,,,2,2738,19.84,0.392,8.41,75.61,113.23,0,46.71,27.57,5.38,-0.36,Bajo
20334,Oaxaca,Villa de Tututepec de Melchor Ocampo,,,53,47281,12.565,0.387,40.464,61.33,73.56,0.29,61.66,23.3,6.83,0.24,Medio
20335,Oaxaca,San Pedro Yaneri,,,1,960,1.758,0.376,10.961,0,0,0,93.45,9.39,4.52,1.12,Alto
20336,Oaxaca,San Pedro Yolox,,,3,1819,5.713,0.343,13.301,0,0,0,85.17,5.52,1.76,-0.11,Bajo
20337,Oaxaca,San Pedro y San Pablo Ayutla,,,8,5406,33.389,0.429,51.784,46.19,0,0,80.16,27.41,9.07,1.97,Muy alto
20338,Oaxaca,Villa de Etla,,,28,11426,20.769,0.409,578.827,46.73,74.22,1.29,36.5,50.76,4,-0.77,Muy bajo
20339,Oaxaca,San Pedro y San Pablo Teposcolula,,,6,4295,15.463,0.405,26.865,0,0,0,48.7,18.12,1.92,-0.35,Bajo
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,,,1,1778,18.333,0.387,6.369,0,54.09,0,79.87,20.77,8.07,0.3,Medio
20341,Oaxaca,San Pedro Yucunama,,,3,239,13.559,0.368,7.871,0,0,0,78.04,18.38,0,0.3,Medio
20342,Oaxaca,San Raymundo Jalpan,,,2,3710,13.879,0.446,214.472,0,0,0,20.36,26.66,2.12,-0.76,Muy bajo
20343,Oaxaca,San Sebastian Abasolo,,,2,1988,13.037,0.368,120.567,0,0,0,60.26,42.19,4.69,0.01,Bajo
20344,Oaxaca,San Sebastian Coatlan,,,1,2802,11.613,0.368,15.84,0,36.22,0,88.5,18.52,4.08,0.96,Alto
20345,Oaxaca,San Sebastian Ixcapa,,,3,4222,16.405,0.41,40.031,0,22.31,0,65.17,21.65,5.37,0.23,Medio
20346,Oaxaca,San Sebastian Nicananduta,,,2,1500,23.178,0.394,50.359,0,0,0,92.22,16.03,0.38,0.13,Medio
20347,Oaxaca,San Sebastian Rio Hondo,,,4,3783,10.371,0.332,51.464,0,0,0,93.55,22.17,4.04,1.17,Alto
20348,Oaxaca,San Sebastian Tecomaxtlahuaca,,,4,8531,28.269,0.435,22.141,21.7,0,0,75.16,35.45,5.06,0.87,Medio
20349,Oaxaca,San Sebastian Teitipac,,,2,2036,30.757,0.372,71.489,0,0,0,52.46,54.2,6.19,0.5,Medio
20350,Oaxaca,San Sebastian Tutla,,,17,19272,20.324,0.388,1890.034,0,44.99,0,16.86,43.26,5.95,-1.31,Muy bajo
20351,Oaxaca,San Simon Almolongas,,,4,2866,14.362,0.361,73.217,31.52,0,0,80.52,29.8,5.46,0.8,Medio
20352,Oaxaca,San Simon Zahuatlan,,,1,4367,23.511,0.441,138.298,0,0,0,99.65,62.94,23.29,1.89,Muy alto
20353,Oaxaca,Santa Ana,,,1,2259,16.163,0.345,47.149,0,0,0,83.9,31.2,4.4,0.52,Medio
20354,Oaxaca,Santa Ana Ateixtlahuaca,,,2,532,11.047,0.366,24.922,0,0,0,97.23,83.86,9.21,1.88,Muy alto
20356,Oaxaca,Santa Ana del Valle,,,4,2148,33.769,0.378,63.251,0,0,0,71.63,61.37,10.8,0.19,Medio
20357,Oaxaca,Santa Ana Tavela,,,2,837,9.055,0.361,10.386,0,119.81,0,80.87,20.69,13.41,0.97,Alto
20358,Oaxaca,Santa Ana Tlapacoyan,,,1,2060,16.513,0.364,16.865,52.71,0,0,67.97,44.45,9.09,0.4,Medio
20359,Oaxaca,Santa Ana Yareni,,,1,923,30.174,0.346,14.684,0,0,0,91.6,24.52,0,1.52,Alto
20360,Oaxaca,Santa Ana Zegache,,,3,3913,21.945,0.376,148.6,0,0,0,74.83,41.5,5.33,0.79,Medio
20361,Oaxaca,Santa Catalina Quieri,,,2,943,12.744,0.368,17.475,0,0,0,94.56,11.66,5.07,1.54,Alto
20362,Oaxaca,Santa Catarina Cuixtla,,,4,1510,22.355,0.345,11.957,0,0,0,68.81,34.53,4.46,0.08,Bajo
20363,Oaxaca,Santa Catarina Ixtepeji,,,6,2719,12.636,0.343,13.615,0,0,0,77.2,40.33,2.28,-0.21,Bajo
20364,Oaxaca,Santa Catarina Juquila,,,17,16319,9.858,0.437,22.989,32.54,19.4,0,75.57,35.75,7.08,0.74,Medio
20365,Oaxaca,Santa Catarina Lachatao,,,6,1140,10.861,0.395,3.825,0,0,0,73.91,19.45,1.25,0.22,Medio
20366,Oaxaca,Santa Catarina Loxicha,,,6,3973,14.085,0.401,52.387,25.94,25.87,0,96.56,32.71,8.57,1.26,Alto
20367,Oaxaca,Santa Catarina Mechoacan,,,3,4677,18.296,0.403,74.82,41.4,20.56,0,92.54,22.24,7.72,1.3,Alto
20368,Oaxaca,Santa Catarina Minas,,,4,2017,20.155,0.359,80.995,0,0,0,65.11,25.7,6.5,0.65,Medio
20369,Oaxaca,Santa Catarina Quiane,,,5,2006,12.325,0.388,90.47,0,0,0,43.84,12.65,3.07,-0.15,Bajo
20370,Oaxaca,Santa Catarina Tayata,,,2,681,3.017,0.387,14.025,0,0,0,76.95,19.45,2.11,0.22,Medio
20371,Oaxaca,Santa Catarina Ticua,,,3,1095,16.392,0.409,64.402,0,0,0,93.24,22.3,1.45,1.33,Alto
20372,Oaxaca,Santa Catarina Yosonotu,,,2,1741,14.974,0.371,18.418,0,0,0,90.93,5.24,2.75,2.24,Muy alto
20373,Oaxaca,Santa Catarina Zapoquila,,,2,384,11.202,0.354,3.59,0,0,0,93.79,9.73,3.45,0.37,Medio
20374,Oaxaca,Santa Cruz Acatepec,,,2,1625,9.238,0.396,117.249,0,0,0,93.95,10.86,9.6,2.31,Muy alto
20375,Oaxaca,Santa Cruz Amilpas,,,5,13683,16.966,0.411,1292.85,0,34.23,1.19,36.29,39.98,3.85,-0.92,Muy bajo
20376,Oaxaca,Santa Cruz de Bravo,,,1,377,1.124,0.399,3.251,0,0,0,75.46,3.36,0,0.08,Bajo
20377,Oaxaca,Santa Cruz Itundujia,,,4,11961,7.989,0.365,51.28,34.68,8.62,0,88.9,9.19,4.67,1.66,Alto
20378,Oaxaca,Santa Cruz Mixtepec,,,5,3654,13.285,0.391,56.075,0,24.78,0,81.06,27.84,4.15,0.57,Medio
20379,Oaxaca,Santa Cruz Nundaco,,,3,3063,10.681,0.355,18.504,0,0,0,89.85,24.64,1.47,1.42,Alto
20380,Oaxaca,Santa Cruz Papalutla,,,1,2233,16.408,0.335,195.296,0,0,0,59.07,22.75,2.08,0.2,Medio
20381,Oaxaca,Santa Cruz Tacache de Mina,,,2,2788,11.065,0.376,88.634,0,37.97,0,63.94,16.96,4.6,-0.5,Bajo
20382,Oaxaca,Santa Cruz Tacahua,,,2,1151,7.348,0.358,12.032,0,0,0,89.26,6.36,3.43,1.16,Alto
20383,Oaxaca,Santa Cruz Tayata,,,1,624,21.612,0.391,14.133,0,0,0,89.41,13.33,10.99,0.83,Medio
20384,Oaxaca,Santa Cruz Xitla,,,3,4969,24.884,0.387,125.268,20.22,20.1,0,90.27,28.21,6.64,1.13,Alto
20385,Oaxaca,Santa Cruz Xoxocotlan,,,88,98970,22.204,0.43,1311.587,15.69,16.66,0.62,48.17,50.08,3.81,-0.66,Bajo
20386,Oaxaca,Santa Cruz Zenzontepec,,,5,19026,3.095,0.352,52.842,5.32,10.56,0,94.7,4.43,7.22,2.42,Muy alto
20387,Oaxaca,Santa Gertrudis,,,4,2944,14.894,0.391,133.287,0,0,0,69.33,26.76,6.97,-0.25,Bajo
20388,Oaxaca,Santa Ines del Monte,,,2,2487,14.25,0.364,81.538,0,0,0,95.86,24.57,5.03,1.7,Alto
20389,Oaxaca,Santa Ines Yatzeche,,,2,945,38.445,0.381,79.094,0,0,0,73.73,4.44,19.23,1.07,Alto
20390,Oaxaca,Santa Lucia del Camino,,,89,52119,29.594,0.397,6583.268,13.83,23.59,1.08,27.19,48.62,4.38,-1.04,Muy bajo
20391,Oaxaca,Santa Lucia Miahuatlan,,,5,3548,5.326,0.345,30.76,55.56,82.75,0,98.09,20.87,8.36,2.85,Muy alto
20392,Oaxaca,Santa Lucia Monteverde,,,2,6679,6.08,0.374,90.892,43.47,14.43,0,95.82,9.55,3.97,2.49,Muy alto
20393,Oaxaca,Santa Lucia Ocotlan,,,1,3985,8.042,0.367,327.038,0,26.4,0,89.5,14.87,9.81,1,Alto
20394,Oaxaca,Santa Maria Alotepec,,,3,2898,17.498,0.374,18.731,0,0,0,79.88,17.32,3,1.05,Alto
20395,Oaxaca,Santa Maria Apazco,,,2,1783,7.442,0.34,23.646,0,0,0,94.23,20.33,1.29,2.38,Muy alto
20396,Oaxaca,Santa Maria la Asuncion,,,3,3384,17.115,0.377,98.251,0,0,0,96.13,13.21,11.87,2.68,Muy alto
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,,,50,42679,24.404,0.446,116.909,30.7,14.06,2,54.39,53.75,3.79,0.12,Bajo
20398,Oaxaca,Ayoquezco de Aldama,,,6,4436,16.795,0.401,83.047,22.72,0,6.3,77.31,24.35,8.39,0.38,Medio
20399,Oaxaca,Santa Maria Atzompa,,,16,37206,22.53,0.43,1825.828,29.06,5.75,0,42.42,51.88,4.57,-0.53,Bajo
20400,Oaxaca,Santa Maria Camotlan,,,2,1683,12.5,0.348,18.911,0,0,0,63.05,18.51,3.82,-0.07,Bajo
20401,Oaxaca,Santa Maria Colotepec,,,49,25179,16.053,0.456,40.767,23.3,19.24,0,38.51,44,9.16,-0.04,Bajo
20402,Oaxaca,Santa Maria Cortijo,,,2,1104,10.791,0.386,12.121,0,0,0,74.01,25.69,4.02,0.22,Medio
20403,Oaxaca,Santa Maria Coyotepec,,,1,3255,17.031,0.392,367.385,0,0,0,53.94,36.97,5,-0.66,Bajo
20404,Oaxaca,Santa Maria Chachoapam,,,1,769,26.603,0.352,29.82,0,0,0,59.74,26.04,6.25,-0.47,Bajo
20405,Oaxaca,Villa de Chilapa de Diaz,,,2,2213,14.597,0.388,7.732,48.04,0,0,61.56,17.44,7.59,-0.1,Bajo
20406,Oaxaca,Santa Maria Chilchotla,,,5,21031,18.019,0.381,61.867,9.63,0,0,95.54,17.04,8.67,3.52,Muy alto
20407,Oaxaca,Santa Maria Chimalapa,,,2,9380,15.03,0.377,2.681,11.54,11.49,0,84.48,23.75,9.38,1.48,Alto
20408,Oaxaca,Santa Maria del Rosario,,,2,514,1.867,0.359,13.486,0,0,0,85.82,24.29,1.12,0.72,Medio
20409,Oaxaca,Santa Maria del Tule,,,5,9409,24.221,0.418,350.274,0,11.73,0,34.13,22,5.27,-1.13,Muy bajo
20410,Oaxaca,Santa Maria Ecatepec,,,2,3508,15.18,0.398,4.75,393.57,0,0,91.98,13.87,5.27,0.36,Medio
20411,Oaxaca,Santa Maria Guelace,,,1,855,28.536,0.389,41.863,0,0,0,59.27,46.8,2.5,-0.34,Bajo
20412,Oaxaca,Santa Maria Guienagati,,,4,3277,12.942,0.36,15.005,27.85,0,0,81.75,24.94,5.93,0.93,Medio
20413,Oaxaca,Santa Maria Huatulco,,,65,46818,14.372,0.433,87.811,33.88,11.18,2.24,40.05,42.18,5.75,-0.33,Bajo
20414,Oaxaca,Santa Maria Huazolotitlan,,,3,11850,13.675,0.377,37.162,35.41,26.46,0,69.31,27.75,4.18,0.22,Medio
20415,Oaxaca,Santa Maria Ipalapa,,,1,5145,13.066,0.387,44.459,0,0,0,78.53,18.2,5.46,0.13,Medio
20416,Oaxaca,Santa Maria Ixcatlan,,,1,508,14.754,0.354,2.287,0,0,0,95.9,77.58,0,0.87,Medio
20417,Oaxaca,Santa Maria Jacatepec,,,3,9625,11.252,0.378,22.519,0,0,0,74.86,18.63,3.74,0.49,Medio
20418,Oaxaca,Santa Maria Jalapa del Marques,,,12,13616,14.922,0.451,20.857,23.76,15.78,2.16,46.03,39.92,4.04,-0.19,Bajo
20419,Oaxaca,Santa Maria Jaltianguis,,,2,537,7.615,0.357,12.889,0,0,0,75.82,14.41,3.49,-0.45,Bajo
20420,Oaxaca,Santa Maria Lachixio,,,3,2010,7.05,0.353,14.786,0,0,0,94.52,8.75,5.79,1.7,Alto
20421,Oaxaca,Santa Maria Mixtequilla,,,5,4837,12.031,0.409,25.179,86.34,64.61,0,50.34,13.03,2.67,-0.47,Bajo
20422,Oaxaca,Santa Maria Nativitas,,,2,623,13.675,0.414,4.726,0,0,0,83.56,20.17,1.14,0.3,Medio
20423,Oaxaca,Santa Maria Nduayaco,,,2,509,15.236,0.383,4.494,0,0,0,92.19,21.22,0,0.57,Medio
20424,Oaxaca,Santa Maria Ozolotepec,,,2,3970,12.866,0.355,39.638,25.01,0,0,95.77,23.93,5.75,1.74,Alto
20425,Oaxaca,Santa Maria Papalo,,,1,2202,6.136,0.363,35.847,0,0,0,95.92,15.51,1.13,1.19,Alto
20426,Oaxaca,Santa Maria Pe̱oles,,,4,8781,11.602,0.386,49.487,0,0,0,98.32,22.98,4.23,2.25,Muy alto
20427,Oaxaca,Santa Maria Petapa,,,5,17112,15.04,0.377,114.865,71.37,70.95,0,58.54,56.64,4.04,0.03,Bajo
20428,Oaxaca,Santa Maria Quiegolani,,,3,1997,7.225,0.426,18.158,0,51.31,0,96.68,7.59,3.97,0.96,Medio
20429,Oaxaca,Santa Maria Sola,,,1,1519,7.138,0.375,12.125,0,0,0,88.01,50.7,4.07,0.98,Alto
20430,Oaxaca,Santa Maria Tataltepec,,,1,386,16.111,0.418,7.53,0,0,0,82.84,18.67,0,0.32,Medio
20431,Oaxaca,Santa Maria Tecomavaca,,,2,1744,5.91,0.37,8.244,0,0,0,56.79,15.09,3.04,-0.15,Bajo
20432,Oaxaca,Santa Maria Temaxcalapa,,,2,957,51.831,0.407,32.17,0,0,0,69.64,18.13,1.87,-0.09,Bajo
20433,Oaxaca,Santa Maria Temaxcaltepec,,,1,2687,7.662,0.344,31.051,75.9,0,0,91.8,19.32,13.99,2.32,Muy alto
20434,Oaxaca,Santa Maria Teopoxco,,,4,4419,8.282,0.36,156.152,0,0,0,94.44,6.22,3.76,1.45,Alto
20435,Oaxaca,Santa Maria Tepantlali,,,3,3902,13.564,0.368,29.817,22.3,0,0,88.11,18.99,11.82,2.13,Muy alto
20436,Oaxaca,Santa Maria Texcatitlan,,,1,1028,7.034,0.374,20.063,0,0,0,91.28,2.37,3.27,2.63,Muy alto
20437,Oaxaca,Santa Maria Tlahuitoltepec,,,9,9632,13.248,0.401,128.245,29.4,9.75,0,90.68,27.17,3.91,1.88,Muy alto
20438,Oaxaca,Santa Maria Tlalixtac,,,2,1760,11.254,0.371,28.829,0,0,0,92.9,14.14,3.84,0.99,Alto
20439,Oaxaca,Santa Maria Tonameca,,,98,26383,9.411,0.38,55.807,55.62,69.89,0,59.39,32.05,9.7,1.15,Alto
20440,Oaxaca,Santa Maria Totolapilla,,,2,858,9.178,0.352,3.031,0,0,0,77.43,10.62,2.75,0.28,Medio
20441,Oaxaca,Santa Maria Xadani,,,6,9124,12.302,0.398,103.393,0,36.8,0,83.64,24.85,10.31,0.54,Medio
20442,Oaxaca,Santa Maria Yalina,,,1,288,13.483,0.337,6.123,0,0,0,89.85,7.63,3.33,0.06,Bajo
20443,Oaxaca,Santa Maria Yavesia,,,2,510,5.508,0.351,11.34,0,0,0,71.61,3.97,6.35,-0.5,Bajo
20444,Oaxaca,Santa Maria Yolotepec,,,3,426,19.951,0.366,11.425,0,0,0,92.76,46.14,6.74,0.61,Medio
20445,Oaxaca,Santa Maria Yosoyua,,,3,1699,4.624,0.362,23.779,0,0,0,89.77,6.49,0.32,1.03,Alto
20446,Oaxaca,Santa Maria Yucuhiti,,,6,6475,13.211,0.379,82.618,29.9,0,0,89.36,12.69,1.8,1.04,Alto
20447,Oaxaca,Santa Maria Zacatepec,,,12,16538,11.824,0.425,32.611,30.41,0,0.87,85.74,35.1,6.03,0.42,Medio
20449,Oaxaca,Santa Maria Zoquitlan,,,1,3128,25.859,0.354,10.758,0,0,0,80.56,21.13,9.25,0.34,Medio
20450,Oaxaca,Santiago Amoltepec,,,4,13114,7.419,0.415,96.963,139.95,131.16,0,98.78,7.18,9.35,3.45,Muy alto
20451,Oaxaca,Santiago Apoala,,,3,928,5.029,0.4,17.75,0,0,0,93.68,15.72,1.53,2.63,Muy alto
20452,Oaxaca,Santiago Apostol,,,4,4108,35.219,0.403,203.827,0,0,0,91.22,56.04,11.79,1.46,Alto
20453,Oaxaca,Santiago Astata,,,3,4113,11.435,0.384,8.774,72.42,24.05,0,53.86,20.66,4.17,0.82,Medio
20454,Oaxaca,Santiago Atitlan,,,2,3128,10.274,0.346,42.88,0,0,0,93.24,24.19,11.48,1.64,Alto
20455,Oaxaca,Santiago Ayuquililla,,,4,2803,22.726,0.378,59.901,0,0,0,86.52,23.18,6.16,0.61,Medio
20456,Oaxaca,Santiago Cacaloxtepec,,,1,1674,26.856,0.383,32.667,0,0,0,65.58,33.79,3.54,0.1,Bajo
20457,Oaxaca,Santiago Camotlan,,,2,3279,21.48,0.379,10.048,0,0,0,94.31,39.24,6.04,1.1,Alto
20458,Oaxaca,Santiago Comaltepec,,,2,990,8.583,0.357,17.781,0,0,0,84.13,9.38,0.61,-0.22,Bajo
20459,Oaxaca,Santiago Chazumba,,,7,4627,17.502,0.416,17.376,22.26,0,2.97,66.15,28.33,3.49,-0.13,Bajo
20460,Oaxaca,Santiago Choapam,,,2,5338,16.175,0.361,21.179,0,0,0,95.52,22.1,8.57,1.65,Alto
20461,Oaxaca,Santiago del Rio,,,1,560,42.857,0.424,6.355,0,0,0,82.48,22.14,7.81,0.95,Medio
20462,Oaxaca,Santiago Huajolotitlan,,,2,4321,18.712,0.396,26.511,21.4,21.31,0,51.47,41.63,7.74,-0.45,Bajo
20463,Oaxaca,Santiago Huauclilla,,,3,545,22.495,0.378,5.878,0,0,0,89.13,29.22,9.09,0.7,Medio
20464,Oaxaca,Santiago Ihuitlan Plumas,,,2,373,18.234,0.412,2.475,0,0,0,92.92,16.92,3.03,0.23,Medio
20465,Oaxaca,Santiago Ixcuintepec,,,2,1675,12.14,0.344,16.028,0,0,0,95.38,9.91,9.44,1.22,Alto
20466,Oaxaca,Santiago Ixtayutla,,,1,13319,7.124,0.4,37.775,47.68,55.14,0,96.77,14.62,12.73,2.83,Muy alto
20467,Oaxaca,Santiago Jamiltepec,,,21,19738,21.327,0.41,30.697,157.72,111.31,0.71,66.25,57.29,5.21,0.28,Medio
20468,Oaxaca,Santiago Jocotepec,,,2,14474,14.765,0.376,19.388,27.86,48.45,0,88.07,43.92,11.21,1.55,Alto
20469,Oaxaca,Santiago Juxtlahuaca,,,25,37344,22.839,0.517,59.575,14.93,26.73,2.16,82.26,45.55,6.67,1.13,Alto
20470,Oaxaca,Santiago Lachiguiri,,,3,4862,17.683,0.348,6.523,0,0,0,80.69,16.66,4.72,1.13,Alto
20471,Oaxaca,Santiago Lalopa,,,4,517,10.643,0.368,3.839,0,0,0,92.6,11.19,3.64,0.2,Medio
20472,Oaxaca,Santiago Laollaga,,,5,3524,11.155,0.44,6.636,28.52,0,0,50.69,17.25,3.48,-0.35,Bajo
20473,Oaxaca,Santiago Laxopa,,,3,1357,8.978,0.337,10.881,0,0,0,91.62,7.78,1.88,0.27,Medio
20474,Oaxaca,Santiago Llano Grande,,,2,3398,12.881,0.421,29.96,28.74,28.63,0,57.37,20.19,3.95,0.15,Medio
20475,Oaxaca,Santiago Matatlan,,,14,10252,19.223,0.37,80.556,9.85,29.42,0,88.83,55.49,3.17,0.56,Medio
20476,Oaxaca,Santiago Miltepec,,,1,425,25.445,0.367,5.077,0,0,0,69.8,10.78,6.67,-0.1,Bajo
20477,Oaxaca,Santiago Minas,,,1,1440,8.097,0.353,3.41,69.36,0,0,81.13,11.17,8.37,0.54,Medio
20478,Oaxaca,Santiago Nacaltepec,,,2,1820,11.485,0.342,7.505,0,0,0,90.29,18.42,3.59,0.57,Medio
20479,Oaxaca,Santiago Nejapilla,,,2,211,3.465,0.385,4.547,0,0,0,93.81,22.09,0,0.87,Medio
20480,Oaxaca,Santiago Nundiche,,,3,945,2.965,0.366,14.31,97.52,0,0,93.22,28.17,1.52,2.27,Muy alto
20481,Oaxaca,Santiago Nuyoo,,,2,1805,37.198,0.396,39.15,0,0,0,89.3,7.12,2.17,1.34,Alto
20482,Oaxaca,Santiago Pinotepa Nacional,,,56,55235,19.724,0.425,77.603,50.04,39.03,2.25,54.77,52.9,4.14,0.16,Medio
20483,Oaxaca,Santiago Suchilquitongo,,,5,10950,15.37,0.393,243.535,9.54,9.48,0,76.96,48.8,6.43,-0.05,Bajo
20484,Oaxaca,Santiago Tamazola,,,7,4623,5.082,0.376,21.839,22.71,22.61,0,74.01,14.15,3.79,0.04,Bajo
20485,Oaxaca,Santiago Tapextla,,,2,3182,13.217,0.346,16.71,94.25,31.28,0,84.97,22.53,15.95,1.27,Alto
20486,Oaxaca,Villa Tejupam de la Union,,,2,2557,17.936,0.371,33.856,0,0,0,59.9,22.59,3.47,-0.05,Bajo
20487,Oaxaca,Santiago Tenango,,,1,2116,14.937,0.359,10.005,0,0,0,86.8,35.78,5.33,0.46,Medio
20488,Oaxaca,Santiago Tepetlapa,,,1,127,8.772,0.456,5.363,0,0,0,77.86,32.81,0,-0.24,Bajo
20489,Oaxaca,Santiago Tetepec,,,2,5087,7.97,0.351,12.912,38.34,57.14,0,84.48,24.91,3.54,0.74,Medio
20490,Oaxaca,Santiago Texcalcingo,,,1,3214,5.197,0.374,116.536,61.06,0,0,96.96,24.61,8.79,1.46,Alto
20491,Oaxaca,Santiago Textitlan,,,3,4566,5.018,0.341,25.59,23.13,0,0,95.88,7.42,0.85,1.05,Alto
20492,Oaxaca,Santiago Tilantongo,,,3,3014,9.946,0.383,23.807,0,32.38,0,95.19,11.82,1.26,1.7,Alto
20493,Oaxaca,Santiago Tillo,,,1,562,10.707,0.39,23.737,0,0,0,68.01,17.87,2.44,-0.32,Bajo
20494,Oaxaca,Santiago Tlazoyaltepec,,,2,4904,9.374,0.369,67.669,0,0,0,98.6,17.66,3.75,2.09,Muy alto
20495,Oaxaca,Santiago Xanica,,,1,3106,12.254,0.368,16.15,101.71,67.49,0,94.29,17.1,11.69,2.45,Muy alto
20496,Oaxaca,Santiago Xiacui,,,3,2153,5.184,0.35,27.995,0,0,0,63.59,16.72,1.62,-0.53,Bajo
20497,Oaxaca,Santiago Yaitepec,,,5,4470,8.663,0.393,79.003,0,22.02,0,98.05,27.13,15.62,2.17,Muy alto
20498,Oaxaca,Santiago Yaveo,,,2,7104,15.832,0.351,5.773,40.01,132.51,0,79.38,22.25,7.38,1.13,Alto
20499,Oaxaca,Santiago Yolomecatl,,,8,2211,18.66,0.38,30.13,0,0,0,52.19,16.8,3.59,-0.49,Bajo
20500,Oaxaca,Santiago Yosondua,,,4,8672,9.244,0.404,37.062,0,0,0,87.28,10.02,6.19,1.16,Alto
20501,Oaxaca,Santiago Yucuyachi,,,1,946,7.372,0.392,11.018,0,96.79,0,68.34,21.9,7.91,0.13,Medio
20502,Oaxaca,Santiago Zacatepec,,,3,5472,12.801,0.395,35.615,16.83,0,0,93.22,12.97,10.77,2.82,Muy alto
20503,Oaxaca,Santiago Zoochila,,,2,402,9.701,0.31,17.533,0,0,0,83.41,30.33,1.64,-0.51,Bajo
20504,Oaxaca,Nuevo Zoquiapam,,,1,1687,10.883,0.375,21.486,0,0,0,81.85,12.13,0.69,-0.17,Bajo
20505,Oaxaca,Santo Domingo Ingenio,,,4,8300,9.692,0.406,21.656,38.92,38.94,0,57.2,26.2,1.82,-0.6,Bajo
20506,Oaxaca,Santo Domingo Albarradas,,,2,796,10.331,0.388,5.686,0,0,0,92.87,20.43,4.5,0.3,Medio
20507,Oaxaca,Santo Domingo Armenta,,,3,3525,15.999,0.38,25.234,0,119.32,0,87.39,22.29,4.88,0.66,Medio
20508,Oaxaca,Santo Domingo Chihuitan,,,2,1574,6.46,0.423,23.928,62.99,126.11,0,31.59,12.03,2.9,-0.49,Bajo
20509,Oaxaca,Santo Domingo de Morelos,,,3,11529,9.825,0.404,106.224,58.62,107.75,0,86.15,13.59,12.41,2.01,Muy alto
20510,Oaxaca,Santo Domingo Ixcatlan,,,1,685,11.35,0.351,35.039,0,0,0,86.5,3.43,1.64,1.12,Alto
20511,Oaxaca,Santo Domingo Nuxaa,,,3,3343,11.044,0.378,48.411,0,26.37,0,97.05,10.63,4.03,1.96,Muy alto
20512,Oaxaca,Santo Domingo Ozolotepec,,,1,850,18.276,0.378,15.982,0,0,0,95.27,18.76,4.95,1.22,Alto
20513,Oaxaca,Santo Domingo Petapa,,,3,9495,16.665,0.363,38.876,55.24,65.94,0,75.95,26.84,4.51,0.44,Medio
20514,Oaxaca,Santo Domingo Roayaga,,,3,1058,13.725,0.364,12.716,0,0,0,95.31,42.36,5.98,2.37,Muy alto
20515,Oaxaca,Santo Domingo Tehuantepec,,,75,68052,14.791,0.461,70.138,36.23,33.06,1.44,48.9,37.83,3.81,-0.37,Bajo
20516,Oaxaca,Santo Domingo Teojomulco,,,8,5172,6.028,0.379,36.166,40.1,0,0,86.37,4.45,6.46,0.47,Medio
20517,Oaxaca,Santo Domingo Tepuxtepec,,,4,5871,19.273,0.372,90.88,0,31.21,0,90.98,23.43,5.98,2.63,Muy alto
20518,Oaxaca,Santo Domingo Tlatayapam,,,2,142,19.697,0.343,8.856,0,0,0,77.7,44.64,0,0.32,Medio
20519,Oaxaca,Santo Domingo Tomaltepec,,,2,3079,24.297,0.402,68.047,0,31.41,0,69.38,39.01,7.52,-0.34,Bajo
20520,Oaxaca,Santo Domingo Tonala,,,9,7210,23.971,0.391,58.531,0,13.26,0,56.37,22.09,10.47,-0.01,Bajo
20521,Oaxaca,Santo Domingo Tonaltepec,,,2,251,25.957,0.408,12.249,0,0,0,97.79,25.2,2.86,0.51,Medio
