clave_municipio,entidad,mpio,gdp_tourism,gdp_toursim_ss,numero_hospitales,poblacion_2022,popnoafmed2015,gini2015,popden2020,crimen_2018,crimen_2019,inclusion_fin_2019,porcentaje_pob_pobreza,porcentaje_pob_servicios_salud,pob_6-14_no_edu,rezago_social,grado_rs
14014,Jalisco,Atoyac,639780160.4,0.004767494,5,8721,9.814,0.404,36.847,11.37,0,0,44.28,16,8.58,-0.56,Bajo
14015,Jalisco,Autlan de Navarro,552443427.8,0.004116681,76,65556,13.871,0.425,67.433,11.06,10.96,1.07,31.45,21.2,5.03,-1.02,Muy bajo
14016,Jalisco,Ayotlan,527019140.6,0.003927225,34,40681,28.019,0.404,80.128,9.49,4.7,0.66,52.21,51.15,9.71,-0.71,Bajo
14017,Jalisco,Ayutla,470900429.7,0.003509041,18,13379,13.178,0.424,14.095,0,37.07,1.01,44.15,30.14,4.49,-0.89,Muy bajo
14018,Jalisco,La Barca,469223440.8,0.003496545,102,69931,14.03,0.427,179.027,7.14,2.83,1.74,41.22,31.08,7.86,-0.91,Muy bajo
14019,Jalisco,BolaÃ±os,422550060.1,0.003148745,5,8193,6.184,0.532,4.696,47.39,11.66,0,54.75,16.61,9.24,2.41,Muy alto
14020,Jalisco,Cabo Corrientes,355792864.8,0.002651286,13,11100,12.443,0.377,5.467,36.48,27.14,1.24,44.6,21.15,6.21,-0.36,Bajo
14021,Jalisco,Casimiro Castillo,346392213.9,0.002581235,24,23230,8.571,0.377,44.495,29.04,12.34,2.23,40.25,21.68,9.47,-0.74,Muy bajo
14022,Jalisco,Cihuatlan,322360447.6,0.002402155,61,44108,17.3,0.39,56.241,23.37,27.29,1.73,45.96,31.25,8.24,-0.76,Muy bajo
14023,Jalisco,Zapotlan el Grande,306369814.2,0.002282997,141,113944,12.971,0.407,389.925,23.71,14.46,2.55,26.4,26.82,4.9,-1.19,Muy bajo
14024,Jalisco,Cocula,298225665.4,0.002222309,29,28567,10.751,0.407,64.753,10.77,24.96,1.43,38.38,23.03,4.81,-0.99,Muy bajo
14025,Jalisco,Colotlan,285893209.7,0.00213041,30,19292,10.115,0.433,38.977,14.9,4.92,0.67,37.75,30.05,2.55,-1.12,Muy bajo
14026,Jalisco,Concepcion de Buenos Aires,279655370,0.002083927,12,6561,14.011,0.404,13.93,0,0,0,45.34,17.62,6.76,-0.74,Muy bajo
14027,Jalisco,Cuautitlan de Garcia Barragan,261601421.9,0.001949393,3,19139,4.168,0.442,15.585,69.95,16,0,57.5,23.89,4.11,0.7,Medio
14028,Jalisco,Cuautla,258922255.3,0.001929429,3,2302,12.123,0.406,8.493,0,0,0,33.97,13.37,10.58,-0.55,Bajo
14029,Jalisco,Cuquio,238414595.2,0.00177661,17,19373,13.448,0.455,20.228,10.2,5.05,0.69,43.39,40.07,8.39,-0.62,Bajo
14030,Jalisco,Chapala,225756234,0.001682283,86,54828,29.079,0.424,143.151,20.28,40.24,2.96,38.52,58.22,8.43,-1.16,Muy bajo
14031,Jalisco,Chimaltitan,216970993.4,0.001616818,4,3582,4.877,0.448,3.371,73.24,0,0,65.81,35.54,6.7,0.75,Medio
14032,Jalisco,Chiquilistlan,205407714.5,0.001530651,2,6470,12.012,0.447,13.84,15.37,15.22,0,68.41,14.97,8.54,-0.48,Bajo
14033,Jalisco,Degollado,197668461.6,0.00147298,23,22848,33.163,0.434,69.582,0,8.39,1.16,42.65,73.53,10.31,-0.81,Muy bajo
14034,Jalisco,Ejutla,190633461.6,0.001420556,2,2058,6.069,0.394,4.195,0,0,0,24.23,16.44,8.99,-0.72,Muy bajo
14035,Jalisco,Encarnacion de Diaz,184394192.9,0.001374063,56,57255,17.735,0.376,40.895,7.04,38.36,1.44,37.27,27.7,8.15,-0.91,Muy bajo
14036,Jalisco,Etzatlan,181955893.4,0.001355893,26,21176,10.777,0.418,65.338,14.91,4.93,0.67,37.93,21.9,4.6,-1.15,Muy bajo
14037,Jalisco,El Grullo,178128416.5,0.001327372,40,26326,14.211,0.395,164.885,19,7.54,2.55,39.1,31.26,4.78,-1.07,Muy bajo
14038,Jalisco,Guachinango,159774992,0.001190606,3,4536,9.775,0.445,8.69,0,0,0,44.3,28.47,5,-0.71,Bajo
14039,Jalisco,Guadalajara,157472179.3,0.001173446,2744,1503505,22.607,0.409,7373.897,37.76,28.38,2.92,24.82,28.91,5.79,-1.34,Muy bajo
14040,Jalisco,Hostotipaquillo,147771278.3,0.001101157,5,10988,8.606,0.443,12.511,16.61,8.22,0,63.67,16.35,8.3,-0.63,Bajo
14041,Jalisco,Huejucar,144059945.5,0.001073501,12,6197,17.167,0.408,10.759,44.43,14.73,0,42.78,39.33,4.45,-0.98,Muy bajo
14042,Jalisco,Huejuquilla el Alto,134598450.6,0.001002997,9,9449,8.592,0.457,13.963,41.24,20.43,0,50.96,24.94,5.7,-0.29,Bajo
14043,Jalisco,La Huerta,121191064.6,0.000903088,21,26051,10.198,0.409,13.292,41.47,33.61,0.51,33.11,24.99,5.77,-0.7,Bajo
14044,Jalisco,Ixtlahuacan de los Membrillos,113342974.2,0.000844606,25,59970,21.591,0.372,368.896,19.14,32.48,0.24,35.8,28.1,9.02,-0.97,Muy bajo
14045,Jalisco,Ixtlahuacan del Rio,103199608.6,0.00076902,17,20383,18.547,0.442,36.225,0,19.4,0.66,40.19,53.9,6.36,-0.8,Muy bajo
14046,Jalisco,Jalostotitlan,85193265.2,0.000634841,39,36081,28.01,0.403,67.876,2.8,5.55,1.16,39.93,41.88,8.33,-1,Muy bajo
14047,Jalisco,Jamay,83751505.32,0.000624097,19,26504,15.529,0.386,142.667,7.99,15.82,0.54,46.18,32.68,8.3,-0.92,Muy bajo
14048,Jalisco,Jesus Maria,83396858.22,0.000621454,15,20395,32.873,0.409,33.309,4.94,14.67,0.68,39.19,56.37,10.6,-0.62,Bajo
14049,Jalisco,Jilotlan de los Dolores,67370289.87,0.000502028,3,10149,13.956,0.412,6.149,47.24,37.45,0,53.26,28.43,10.54,-0.21,Bajo
14050,Jalisco,Jocotepec,66896801.54,0.000498499,31,49419,25.21,0.412,122.554,36.38,40.26,0.88,43.98,47.15,10.66,-0.81,Muy bajo
14051,Jalisco,Juanacatlan,58372902.07,0.000434981,4,19203,15.773,0.396,346.374,61.16,13.46,0.92,31.87,30.71,7.88,-1.11,Muy bajo
14052,Jalisco,Juchitlan,55310028.66,0.000412158,4,6021,19.28,0.451,13.702,34.44,51.38,0,44.8,11.49,5.23,-0.88,Muy bajo
14053,Jalisco,Lagos de Moreno,51899078.26,0.00038674,149,175696,13.969,0.401,60.506,42.29,67.02,1.27,37.21,31.63,6.07,-0.97,Muy bajo
14054,Jalisco,El Limon,50151359.35,0.000373716,4,5896,9.221,0.393,39.023,35.59,17.77,0,23.6,11.58,7.82,-0.95,Muy bajo
14055,Jalisco,Magdalena,48062335.2,0.000358149,16,24117,10.166,0.41,49.35,12.54,4.13,1.15,40.38,20.26,3.47,-1.05,Muy bajo
14056,Jalisco,Santa Maria del Oro,39566902.94,0.000294843,2,2224,5.572,0.447,4.296,0,39.44,0,55.32,13.3,17.19,0.6,Medio
14057,Jalisco,La Manzanilla de la Paz,38107802.83,0.000283971,8,4033,18.113,0.407,31.689,0,0,0,35.43,35.9,8.06,-0.94,Muy bajo
14058,Jalisco,Mascota,36989583.85,0.000275638,17,15635,11.121,0.411,9.079,6.52,6.48,1.72,38.26,22.95,4.23,-1.04,Muy bajo
14059,Jalisco,Mazamitla,34344614.04,0.000255928,15,14962,17.465,0.418,79.258,0,13.22,1.83,45.56,50.03,6.7,-0.92,Muy bajo
14060,Jalisco,Mexticacan,28350938.85,0.000211265,5,5470,13.149,0.405,25.889,16.06,47.96,2.13,58.26,6.32,9.22,-0.69,Bajo
14061,Jalisco,Mezquitic,28127722,0.000209601,13,20751,10.77,0.64,7.008,29.76,29.37,0,80.09,10.54,17.46,4.61,Muy alto
14062,Jalisco,Mixtlan,27554791.07,0.000205332,3,3772,8.877,0.44,8.693,0,0,0,24.54,25.37,6.02,-0.79,Muy bajo
14063,Jalisco,Ocotlan,26502582.47,0.000197491,133,106059,19.191,0.403,428.139,14.92,23.65,1.88,28.44,28.69,7.57,-1.02,Muy bajo
14064,Jalisco,Ojuelos de Jalisco,25732994.88,0.000191756,31,34061,8.641,0.421,25.511,9.13,54.18,0.86,47.64,29.47,6.39,-0.56,Bajo
14065,Jalisco,Pihuamo,23194855.78,0.000172843,11,12017,9.962,0.387,11.297,23.42,31.04,0,42.32,18.9,7.57,-0.54,Bajo
14066,Jalisco,Poncitlan,21497149.53,0.000160192,43,55191,14.292,0.456,79.777,9.34,16.63,1.05,41.23,29.03,8.22,-0.69,Bajo
14067,Jalisco,Puerto Vallarta,20711752.92,0.000154339,325,299434,18.916,0.401,224.376,11.78,16.63,2.6,35.43,27.82,5.42,-1.16,Muy bajo
14068,Jalisco,Villa Purificacion,19881304.95,0.000148151,12,11662,10.93,0.413,5.833,16.2,16.09,0,45.6,16.83,6.16,-0.5,Bajo
14069,Jalisco,Quitupan,18660523.07,0.000139054,4,8797,22.163,0.458,11.748,0,0,0,55.15,31.3,12.53,-0.37,Bajo
14070,Jalisco,El Salto,18583302.55,0.000138478,60,200159,21.213,0.383,5610.892,50.4,51.5,1.27,40.04,33.22,8.51,-0.96,Muy bajo
14071,Jalisco,San Cristobal de la Barranca,18343709.73,0.000136693,4,3155,9.881,0.422,4.591,30.03,29.84,0,42.92,39.63,6.13,-0.52,Bajo
14072,Jalisco,San Diego de Alejandria,16230065.75,0.000120943,5,7699,12.668,0.4,17.6,13.71,0,0,43.13,24.5,6.66,-0.79,Muy bajo
14073,Jalisco,San Juan de los Lagos,16063571,0.000119702,63,74195,18.736,0.413,82.599,5.39,25.31,1.86,36.06,33.13,8.43,-0.97,Muy bajo
14074,Jalisco,San Julian,15978629.68,0.000119069,17,16999,23.335,0.426,62.554,5.5,0,2.25,34.52,45.02,6.46,-0.95,Muy bajo
14075,Jalisco,San Marcos,15267699.1,0.000113771,3,4054,8.274,0.414,12.945,0,0,0,44.81,22.43,11.11,-0.86,Muy bajo
14076,Jalisco,San Martin de BolaÃ±os,14907006.6,0.000111084,5,3259,5.445,0.41,3.12,135.66,80.65,0,34.88,14.45,6.2,-0.14,Bajo
14077,Jalisco,San Martin Hidalgo,14126190.36,0.000105265,39,29493,16.683,0.424,86.582,10.5,24.34,0.46,38.06,39.57,5.21,-1.04,Muy bajo
14078,Jalisco,San Miguel el Alto,13714776.69,0.000102199,25,35081,23.556,0.399,62.562,2.79,27.61,1.53,38.2,40.57,7.87,-0.87,Muy bajo
14079,Jalisco,Gomez Farias,13254203.3,9.88E-05,9,15352,11.227,0.386,47.78,19.09,12.6,0.87,41.02,26.8,6.1,-0.78,Muy bajo
14080,Jalisco,San Sebastian del Oeste,12442729.78,9.27E-05,2,5954,5.99,0.429,3.633,33.66,33.52,0,45.99,13.5,5.17,-0.56,Bajo
14081,Jalisco,Santa Maria de los Angeles,11510229.18,8.58E-05,2,3407,8.44,0.426,12.336,25.91,77.33,0,54.62,20.33,7.33,-0.64,Bajo
14082,Jalisco,Sayula,11246858.89,8.38E-05,33,39384,13.059,0.392,126.157,8.14,5.38,1.48,37.96,26.41,5.93,-1.02,Muy bajo
14083,Jalisco,Tala,10673996.47,7.95E-05,58,85654,15.361,0.377,225.285,18.46,17.03,0.67,28.29,27.29,6.98,-0.98,Muy bajo
14084,Jalisco,Talpa de Allende,10022080.5,7.47E-05,15,16034,9.884,0.444,6.579,12.91,0,0.86,46.6,24.41,3.37,-0.7,Bajo
14085,Jalisco,Tamazula de Gordiano,9403214.576,7.01E-05,34,41130,7.847,0.391,29.412,9.77,21.84,1.62,31.62,23.51,7.46,-0.8,Muy bajo
14086,Jalisco,Tapalpa,8753038.725,6.52E-05,15,20647,11.335,0.413,48.049,4.89,9.67,1.38,46.59,59.42,7.4,-0.67,Bajo
14087,Jalisco,Tecalitlan,8633853.616,6.43E-05,21,17722,9.029,0.394,12.594,22.1,16.44,1.49,39.38,24.69,8.52,-0.59,Bajo
14088,Jalisco,Tecolotlan,8134172.323,6.06E-05,21,18483,11.833,0.41,20.861,5.5,54.55,0.74,37.64,15.96,6.04,-0.95,Muy bajo
14089,Jalisco,Techaluta de Montenegro,7905370.733,5.89E-05,2,3994,6.805,0.382,46.452,0,0,0,44.11,7.24,5.89,-0.78,Muy bajo
14090,Jalisco,Tenamaxtlan,7545723.039,5.62E-05,11,7500,11.349,0.438,21.604,41.21,0,1.82,42.05,24.86,3.82,-1.04,Muy bajo
14091,Jalisco,Teocaltiche,6640236.274,4.95E-05,43,44188,17.811,0.414,43.598,2.28,13.57,1.25,41.45,39.37,6.94,-0.89,Muy bajo
14092,Jalisco,Teocuitatlan de Corona,6495400.513,4.84E-05,11,11168,9.16,0.414,26.75,0,0,0,44.89,37.99,4.76,-0.74,Muy bajo
14093,Jalisco,Tepatitlan de Morelos,5885663.97,4.39E-05,251,151133,18.761,0.389,97.985,13.29,7.89,2.18,28.93,29.74,7.01,-1.09,Muy bajo
14094,Jalisco,Tequila,5688661.934,4.24E-05,53,44789,17.618,0.436,32.514,9.08,8.99,1.86,40.55,37.86,6.43,-0.99,Muy bajo
14095,Jalisco,Teuchitlan,5615564.401,4.18E-05,6,10327,11.022,0.401,33.786,0,9.56,0,21.23,13.87,5.84,-1.03,Muy bajo
14096,Jalisco,Tizapan el Alto,5132162.813,3.82E-05,26,22538,20.419,0.425,83.265,0,17.42,1.19,53.33,47.29,11.86,-0.7,Bajo
14097,Jalisco,Tlajomulco de ZuÃ±iga,5131091.666,3.82E-05,255,644175,19.197,0.403,1142.59,40.31,47.36,1.02,34.39,30.35,7.8,-1.18,Muy bajo
14098,Jalisco,San Pedro Tlaquepaque,4225604.902,3.15E-05,280,708568,22.242,0.407,2536.647,59.13,52.32,1.13,27.36,31.25,6.75,-1.19,Muy bajo
14099,Jalisco,Toliman,3858091.198,2.87E-05,8,10926,7.963,0.43,22.837,0,9.4,0,46.14,39.61,6.67,-0.31,Bajo
14100,Jalisco,Tomatlan,3706524.95,2.76E-05,27,37913,10.116,0.393,13.665,31.14,15.43,0.71,46.24,21.44,7.86,-0.43,Bajo
14101,Jalisco,Tonala,3618734.116,2.70E-05,200,577668,23.721,0.404,4765.956,27.96,30.81,0.86,37.16,36.53,6.91,-1.18,Muy bajo
14102,Jalisco,Tonaya,3421441.876,2.55E-05,12,6417,13.221,0.363,12.134,15.74,0,2.09,28.86,16.11,4.44,-1.01,Muy bajo
14103,Jalisco,Tonila,3188691.866,2.38E-05,7,8426,8.41,0.359,33.475,13.18,13.11,0,29,13.62,5.9,-0.91,Muy bajo
14104,Jalisco,Totatiche,3169203.676,2.36E-05,3,4691,12.443,0.443,7.698,21.54,21.48,0,37.16,13.43,5.77,-0.72,Muy bajo
14105,Jalisco,Tototlan,3018289.216,2.25E-05,20,24685,15.757,0.41,80.495,8.27,16.39,1.7,41.39,27.35,9.61,-0.83,Muy bajo
14106,Jalisco,Tuxcacuesco,2419461.236,1.80E-05,1,4628,6.574,0.388,20.664,0,0,0,36.56,14.22,8.86,-0.37,Bajo
14107,Jalisco,Tuxcueca,2414631.372,1.80E-05,5,6681,18.99,0.41,22.419,0,14.35,0,47.8,33.67,9.28,-0.82,Muy bajo
14108,Jalisco,Tuxpan,2414631.372,1.80E-05,31,37226,15.199,0.402,68.186,16.2,10.71,1.46,37.79,23.87,5.76,-0.85,Muy bajo
14109,Jalisco,Union de San Antonio,1810973.529,1.35E-05,15,19231,18.51,0.381,27.725,5.15,0,0.71,34.42,44.42,7.82,-0.6,Bajo
14110,Jalisco,Union de Tula,1810973.529,1.35E-05,21,14444,13.684,0.437,41.306,0,13.59,1.83,37.03,34.98,5.93,-1.02,Muy bajo
14111,Jalisco,Valle de Guadalupe,1660059.069,1.24E-05,10,7487,18.096,0.385,12.84,26.91,0,1.82,25.96,19.15,9.48,-0.98,Muy bajo
14112,Jalisco,Valle de Juarez,1509144.608,1.12E-05,11,5902,27.593,0.426,67.312,62.38,0,2.07,44.54,37.8,11.58,-0.8,Muy bajo
14113,Jalisco,San Gabriel,1277200.276,9.52E-06,12,17376,11.692,0.374,36.854,11.52,5.71,0.78,39.25,33.45,7.59,-0.66,Bajo
14114,Jalisco,Villa Corona,1056401.225,7.87E-06,19,19122,10.503,0.387,106.278,16.01,10.59,0.72,41.94,24.59,7.2,-0.89,Muy bajo
14115,Jalisco,Villa Guerrero,905486.7647,6.75E-06,12,5882,12.332,0.468,5.059,33.2,0,0,49.41,20.52,7.4,-0.11,Bajo
14116,Jalisco,Villa Hidalgo,905486.7647,6.75E-06,18,21795,35.178,0.429,39.317,9.71,4.8,2.01,44.88,65.29,7.29,-1.05,Muy bajo
14117,Jalisco,CaÃ±adas de Obregon,603657.8431,4.50E-06,2,4441,14.209,0.393,9.304,22.86,0,0,32.35,19.43,13.95,-0.52,Bajo
14118,Jalisco,Yahualica de Gonzalez Gallo,96886.80308,7.22E-07,25,23957,14.327,0.43,43.003,8.77,4.36,1.73,39.63,30.49,6.82,-0.82,Muy bajo
14119,Jalisco,Zacoalco de Torres,,,25,30432,14.852,0.422,62.027,19.61,6.48,0.88,49.87,35.75,8.86,-0.79,Muy bajo
14120,Jalisco,Zapopan,,,1157,1433360,17.958,0.431,1653.128,18.61,20.99,2.1,26.6,34.15,6.5,-1.27,Muy bajo
14121,Jalisco,Zapotiltic,,,31,31317,16.372,0.387,65.985,6.27,31.07,0.84,35.15,31.43,6.44,-0.95,Muy bajo
14122,Jalisco,Zapotitlan de Vadillo,,,3,7479,7.628,0.413,15.53,0,28,0,47.62,14.11,5.73,-0.13,Bajo
14123,Jalisco,Zapotlan del Rey,,,3,19347,18.281,0.381,60.078,5.2,10.31,0,38.61,44.06,7.68,-0.77,Muy bajo
14124,Jalisco,Zapotlanejo,,,63,72439,32.096,0.411,100.784,4.15,16.41,1.33,38.03,59.88,8.23,-0.94,Muy bajo
14125,Jalisco,San Ignacio Cerro Gordo,,,18,20202,25.053,0.419,69.932,5.09,10.07,0.71,39.11,55.89,11.25,-0.81,Muy bajo
15001,México,Acambay de Ruiz CastaÃ±eda,34824230094,0.205794275,25,69520,12.922,0.43,137.915,4.32,11.36,0.79,65.69,29.18,4.39,0.23,Medio
15002,México,Acolman,32079943014,0.189576872,107,186256,20.876,0.382,1974.068,17.29,19.43,0.54,54.66,42.67,6.27,-1.02,Muy bajo
15003,México,Aculco,23260104950,0.137455916,15,52173,9.66,0.386,105.789,7.68,9.46,0.26,48.74,15.94,4.39,0.08,Bajo
15004,México,Almoloya de Alquisiras,18009365596,0.106426598,9,15645,6.857,0.446,91.606,23.9,5.89,0.82,57.34,16.94,9.07,-0.11,Bajo
15005,México,Almoloya de Juarez,13246063905,0.0782778,45,188124,12.941,0.418,360.866,10.17,12.23,0.39,65.28,43.78,5.67,-0.18,Bajo
15006,México,Almoloya del Rio,5866273001,0.034666822,9,12169,15.99,0.387,1971.118,7.48,7.37,1.02,62.25,29.2,3.74,-0.81,Muy bajo
15007,México,Amanalco,4757499299,0.028114509,6,25851,6.324,0.409,107.864,11.16,14.65,0.52,68.3,25.94,4.98,0.25,Medio
15008,México,Amatepec,3500607772,0.020686891,12,28414,4.284,0.469,40.394,32.05,10.58,0.48,62.5,12.37,4.94,0.05,Bajo
15009,México,Amecameca,3474963249,0.020535344,54,54548,17.818,0.402,294.084,5.61,12.93,2,59.74,33.51,6.7,-0.85,Muy bajo
15010,México,Apaxco,2022158002,0.011949971,22,31576,25.032,0.361,397.038,22.19,18.77,1.7,52.74,43.41,4.1,-1.01,Muy bajo
15011,México,Atenco,2017862545,0.011924587,39,70016,20.477,0.371,797.391,25.1,16.46,0.19,68.29,35.1,5.41,-0.81,Muy bajo
15012,México,Atizapan,1741823604,0.010293331,10,12511,13.592,0.388,1542.043,16.31,48.18,0,62.79,43.22,5.39,-0.67,Bajo
15013,México,Atizapan de Zaragoza,1531012479,0.00904754,247,557108,26.687,0.399,5826.368,16.57,16.55,1.43,38.31,30.88,6.12,-1.31,Muy bajo
15014,México,Atlacomulco,1521712748,0.008992583,165,107378,12.177,0.444,422.756,7.83,4.28,2.03,56.44,18.37,4.26,-0.49,Bajo
15015,México,Atlautla,1463721696,0.008649884,14,32674,19.483,0.383,192.726,3.03,20.91,0,75.6,35.56,6.72,-0.32,Bajo
15016,México,Axapusco,1283197978,0.007583076,12,30040,11.3,0.378,108.279,23.02,25.95,0,62.89,23.67,5.4,-0.73,Muy bajo
15017,México,Ayapango,955304514.7,0.005645385,3,11081,14.042,0.395,274.447,0,25.29,0,47.78,29.77,5.1,-0.96,Muy bajo
15018,México,Calimaya,931713440,0.005505974,36,60309,21.376,0.424,664.232,5.22,17.13,0.47,50.65,34.52,5.1,-1.05,Muy bajo
15019,México,Capulhuac,917647472.1,0.005422851,49,38196,23.913,0.385,1717.256,2.51,9.91,0,60.03,34.81,6.51,-0.99,Muy bajo
15020,México,Coacalco de Berriozabal,861405103.1,0.005090486,197,310743,20.806,0.358,8266.028,17.73,24.36,1.27,28.62,27.57,4.68,-1.46,Muy bajo
15021,México,Coatepec Harinas,736636966.1,0.004353166,20,41717,9.725,0.405,137.75,23.62,16.28,0.66,50.08,18.85,10.89,-0.01,Bajo
15022,México,Cocotitlan,713354194.8,0.004215577,8,15387,16.546,0.366,1445.646,0,14.83,0,51.32,29.8,4.74,-0.96,Muy bajo
15023,México,Coyotepec,643390565.1,0.003802126,11,44201,25.341,0.366,3323.984,23.31,50.62,0.64,54.1,38.02,6.77,-0.93,Muy bajo
15024,México,Cuautitlan,562717177.4,0.003325385,104,175004,16.467,0.354,4783.284,9.06,7.25,1.87,34.12,26.68,4.96,-1.42,Muy bajo
15025,México,Chalco,499520686.1,0.002951924,210,397344,26.388,0.387,1704.401,20.67,20.59,1.24,58.08,45.25,5.87,-0.95,Muy bajo
15026,México,Chapa de Mota,491093762,0.002902125,11,30328,8.332,0.369,109.631,8.71,5.71,0.4,66.96,21.69,3.85,-0.03,Bajo
15027,México,Chapultepec,484643753.3,0.002864009,9,12986,11.212,0.368,1080.541,7.64,0,0,42.26,19.58,4.49,-1.08,Muy bajo
15028,México,Chiautla,469969119.6,0.002777289,23,31803,20.477,0.399,1492.548,9.58,12.59,0.43,60.55,30.96,6.26,-1.01,Muy bajo
15029,México,Chicoloapan,450128386.5,0.00266004,82,226911,27.112,0.379,3296.929,19.83,16.06,0.82,55.62,35.23,5.4,-1.21,Muy bajo
15030,México,Chiconcuac,444398596,0.00262618,22,27570,34.777,0.394,3990.202,14.66,10.84,2.95,64.19,41.4,5.12,-1.04,Muy bajo
15031,México,Chimalhuacan,421426088.1,0.002490423,250,720207,25.41,0.378,15129.65,17.91,15.24,0.39,68.87,44.45,7.02,-0.9,Muy bajo
15032,México,Donato Guerra,407217994.7,0.00240646,12,36158,10.653,0.407,194.786,40.91,27.66,0,77.83,25.18,7.65,0.96,Medio
15033,México,Ecatepec de Morelos,361936568.8,0.002138869,939,1707754,26.507,0.393,10581.722,22.54,19.36,0.92,43.49,35.27,6.25,-1.22,Muy bajo
15034,México,Ecatzingo,353136905.2,0.002086867,7,10090,11.472,0.406,197.898,9.01,8.87,1.24,62.39,23.65,5.61,-0.21,Bajo
15035,México,Huehuetoca,338471903.8,0.002000204,59,147326,17.01,0.34,1007.803,45.98,42.3,0.86,47.59,31.24,5.2,-1.19,Muy bajo
15036,México,Hueypoxtla,314159406.4,0.001856529,33,46742,26.453,0.365,189.338,4.36,32.26,0,67.51,43.9,4.28,-0.71,Bajo
15037,México,Huixquilucan,307677625.1,0.001818225,156,290231,22.713,0.428,1985.542,12.82,13.36,2.49,51.32,36.37,6.79,-1.23,Muy bajo
15038,México,Isidro Fabela,294427298.2,0.001739922,5,12512,18.284,0.389,177.647,16.22,39.94,1.09,37.26,23.63,4.19,-0.68,Bajo
15039,México,Ixtapaluca,286515820.6,0.001693169,261,551034,25.195,0.393,1720.758,8.06,15.53,0.83,54.18,34.6,5,-1.15,Muy bajo
15040,México,Ixtapan de la Sal,276948031.1,0.001636628,49,38288,6.984,0.422,319.936,20.46,42.86,2.09,50.28,26.2,8.09,-0.45,Bajo
15041,México,Ixtapan del Oro,273871935.3,0.00161845,6,7283,3.343,0.422,78.494,54.53,67.31,0,80.94,3.68,10.72,0.48,Medio
15042,México,Ixtlahuaca,254776739.1,0.001505607,108,163284,9.835,0.408,475.91,6,9.45,0.49,76.37,34,3.19,-0.08,Bajo
15043,México,Xalatlaco,252159757.4,0.001490142,10,32120,23.827,0.382,329.154,5.74,8.46,0.39,64.25,37.47,5.03,-0.59,Bajo
15044,México,Jaltenco,231750355.5,0.001369532,21,29179,15.022,0.365,2260.978,17.18,16.99,0.46,51.74,31.05,4.97,-1.21,Muy bajo
15045,México,Jilotepec,228908676.7,0.001352739,51,94893,10.459,0.399,149.474,12.9,10.75,0.8,49.84,25.91,3.46,-0.38,Bajo
15046,México,Jilotzingo,227639076,0.001345236,8,20713,15.663,0.378,169.758,56.97,64.68,0.59,45.8,29.53,5.06,-0.85,Muy bajo
15047,México,Jiquipilco,222194470.9,0.001313061,14,79263,10.462,0.393,277.892,12.21,6.01,0.17,71.43,34.07,4.52,-0.03,Bajo
15048,México,Jocotitlan,213187204.6,0.001259833,51,70471,11.62,0.402,250.258,14.04,8.31,0.19,54.35,27.63,2.96,-0.49,Bajo
15049,México,Joquicingo,205654541.4,0.001215318,10,14710,6.69,0.377,312.814,19.6,12.88,0,69.9,18.61,5.15,-0.31,Bajo
15050,México,Juchitepec,192231433.9,0.001135994,21,27241,14.145,0.377,181.305,7.26,7.16,0.98,70.54,32.2,5.85,-0.53,Bajo
15051,México,Lerma,161547841.6,0.000954669,101,159948,14.493,0.387,744.957,4.72,6.98,1.43,34.85,21.85,4.35,-1.06,Muy bajo
15052,México,Malinalco,160070314.6,0.000945938,20,29515,13.169,0.447,151.143,13.47,36.54,0.46,66.51,33.28,6.01,-0.16,Bajo
15053,México,Melchor Ocampo,153185273.7,0.000905251,36,61172,22.414,0.382,4030.283,21.58,12.12,0.21,53.46,33.45,6.08,-1.12,Muy bajo
15054,México,Metepec,150893340.1,0.000891706,536,246055,18.56,0.412,3440.395,4.12,8.14,2.85,33.24,27.07,4.48,-1.36,Muy bajo
15055,México,Mexicaltzingo,148569374.1,0.000877973,9,13744,29.572,0.39,1131.721,7.12,7.01,0.96,54,44.44,5.84,-1.01,Muy bajo
15056,México,Morelos,146794439.2,0.000867484,20,31832,9.745,0.42,148.878,12.36,9.15,0,72.83,25.84,6.51,0.66,Medio
15057,México,Naucalpan de Juarez,145386130.5,0.000859161,632,910187,22.362,0.404,5568.09,20.5,18.57,2.29,42.61,35.7,6.66,-1.22,Muy bajo
15058,México,Nezahualcoyotl,139852739.2,0.000826462,763,1135786,26.068,0.385,16979.95,15.15,13.85,0.93,46.46,33.31,5.83,-1.23,Muy bajo
15059,México,Nextlalpan,114676160.6,0.00067768,12,43640,23.942,0.371,1343.422,35.69,20.58,0,54.1,31.81,5.94,-1.1,Muy bajo
15060,México,Nicolas Romero,110156776.3,0.000650973,199,441064,21.425,0.373,1844.037,22.13,25.54,0.51,51.4,31.56,4.38,-1.06,Muy bajo
15061,México,Nopaltepec,106983130.3,0.000632218,9,9753,7.935,0.37,117.705,49.35,48.75,0,60.24,20.95,12.17,-0.76,Muy bajo
15062,México,Ocoyoacac,104510782.9,0.000617608,49,71711,18.917,0.391,535.246,2.73,5.39,0.73,49.15,39.65,3.07,-1.05,Muy bajo
15063,México,Ocuilan,104048223.1,0.000614874,18,36629,13.386,0.39,105.043,15.55,12.75,0.36,64.55,29.62,4.19,-0.24,Bajo
